ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL:0019666	RNAseq 30-36 - CS201912132_166	CS201912132_166	PCL:0010001	owl:NamedIndividual	PCL:0019665		CS201912132_166			n37	RNAseq 30-36			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 30-36"", ""cell_set_accession"": ""CS201912132_166"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36"", ""cell_type_card"": ""No"", ""original_label"": ""n37"", ""cell_set_color"": """"}"				None
PCL:0019667	RNAseq 31-36 - CS201912132_167	CS201912132_167	PCL:0010001	owl:NamedIndividual	PCL:0019628|PCL:0019666		CS201912132_167			n38	RNAseq 31-36			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 31-36"", ""cell_set_accession"": ""CS201912132_167"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36"", ""cell_type_card"": ""No"", ""original_label"": ""n38"", ""cell_set_color"": """"}"				None
PCL:0019668	RNAseq 31-33 - CS201912132_168	CS201912132_168	PCL:0010001	owl:NamedIndividual	PCL:0019667		CS201912132_168			n39	RNAseq 31-33			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 31-33"", ""cell_set_accession"": ""CS201912132_168"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_31|CS201912132_32|CS201912132_33"", ""cell_type_card"": ""No"", ""original_label"": ""n39"", ""cell_set_color"": """"}"				None
PCL:0019669	RNAseq 32-33 - CS201912132_169	CS201912132_169	PCL:0010001	owl:NamedIndividual	PCL:0019668		CS201912132_169			n40	RNAseq 32-33			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 32-33"", ""cell_set_accession"": ""CS201912132_169"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_32|CS201912132_33"", ""cell_type_card"": ""No"", ""original_label"": ""n40"", ""cell_set_color"": """"}"				None
PCL:0019670	RNAseq 34-36 - CS201912132_170	CS201912132_170	PCL:0010001	owl:NamedIndividual	PCL:0019667		CS201912132_170			n41	RNAseq 34-36			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 34-36"", ""cell_set_accession"": ""CS201912132_170"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_34|CS201912132_35|CS201912132_36"", ""cell_type_card"": ""No"", ""original_label"": ""n41"", ""cell_set_color"": """"}"				None
PCL:0019671	RNAseq 34-35 - CS201912132_171	CS201912132_171	PCL:0010001	owl:NamedIndividual	PCL:0019670		CS201912132_171			n42	RNAseq 34-35			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 34-35"", ""cell_set_accession"": ""CS201912132_171"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_34|CS201912132_35"", ""cell_type_card"": ""No"", ""original_label"": ""n42"", ""cell_set_color"": """"}"				None
PCL:0019672	RNAseq 37-40 - CS201912132_172	CS201912132_172	PCL:0010001	owl:NamedIndividual	PCL:0019665		CS201912132_172			n43	RNAseq 37-40			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 37-40"", ""cell_set_accession"": ""CS201912132_172"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40"", ""cell_type_card"": ""No"", ""original_label"": ""n43"", ""cell_set_color"": """"}"				None
PCL:0019673	RNAseq 37-39 - CS201912132_173	CS201912132_173	PCL:0010001	owl:NamedIndividual	PCL:0019672		CS201912132_173			n44	RNAseq 37-39			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 37-39"", ""cell_set_accession"": ""CS201912132_173"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_37|CS201912132_38|CS201912132_39"", ""cell_type_card"": ""No"", ""original_label"": ""n44"", ""cell_set_color"": """"}"				None
PCL:0019674	RNAseq 38-39 - CS201912132_174	CS201912132_174	PCL:0010001	owl:NamedIndividual	PCL:0019673		CS201912132_174			n45	RNAseq 38-39			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 38-39"", ""cell_set_accession"": ""CS201912132_174"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_38|CS201912132_39"", ""cell_type_card"": ""No"", ""original_label"": ""n45"", ""cell_set_color"": """"}"				None
PCL:0019675	RNAseq 41-52 - CS201912132_175	CS201912132_175	PCL:0010001	owl:NamedIndividual	PCL:0019661		CS201912132_175			n46	RNAseq 41-52			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 41-52"", ""cell_set_accession"": ""CS201912132_175"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50|CS201912132_51|CS201912132_52"", ""cell_type_card"": ""No"", ""original_label"": ""n46"", ""cell_set_color"": """"}"				None
PCL:0019676	RNAseq 41-51 - CS201912132_176	CS201912132_176	PCL:0010001	owl:NamedIndividual	PCL:0019675		CS201912132_176			n47	RNAseq 41-51			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 41-51"", ""cell_set_accession"": ""CS201912132_176"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50|CS201912132_51"", ""cell_type_card"": ""No"", ""original_label"": ""n47"", ""cell_set_color"": """"}"				None
PCL:0019677	RNAseq 41-50 - CS201912132_177	CS201912132_177	PCL:0010001	owl:NamedIndividual	PCL:0019676		CS201912132_177			n48	RNAseq 41-50			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 41-50"", ""cell_set_accession"": ""CS201912132_177"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50"", ""cell_type_card"": ""No"", ""original_label"": ""n48"", ""cell_set_color"": """"}"				None
PCL:0019678	RNAseq 41-46 - CS201912132_178	CS201912132_178	PCL:0010001	owl:NamedIndividual	PCL:0019629		CS201912132_178			n49	RNAseq 41-46			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 41-46"", ""cell_set_accession"": ""CS201912132_178"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46"", ""cell_type_card"": ""No"", ""original_label"": ""n49"", ""cell_set_color"": """"}"				None
PCL:0019679	RNAseq 42-46 - CS201912132_179	CS201912132_179	PCL:0010001	owl:NamedIndividual	PCL:0019678		CS201912132_179			n50	RNAseq 42-46			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 42-46"", ""cell_set_accession"": ""CS201912132_179"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46"", ""cell_type_card"": ""No"", ""original_label"": ""n50"", ""cell_set_color"": """"}"				None
PCL:0019680	RNAseq 42-44 - CS201912132_180	CS201912132_180	PCL:0010001	owl:NamedIndividual	PCL:0019679		CS201912132_180			n51	RNAseq 42-44			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 42-44"", ""cell_set_accession"": ""CS201912132_180"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_42|CS201912132_43|CS201912132_44"", ""cell_type_card"": ""No"", ""original_label"": ""n51"", ""cell_set_color"": """"}"				None
PCL:0019681	RNAseq 43-44 - CS201912132_181	CS201912132_181	PCL:0010001	owl:NamedIndividual	PCL:0019680		CS201912132_181			n52	RNAseq 43-44			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 43-44"", ""cell_set_accession"": ""CS201912132_181"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_43|CS201912132_44"", ""cell_type_card"": ""No"", ""original_label"": ""n52"", ""cell_set_color"": """"}"				None
PCL:0019682	RNAseq 45-46 - CS201912132_182	CS201912132_182	PCL:0010001	owl:NamedIndividual	PCL:0019679		CS201912132_182			n53	RNAseq 45-46			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 45-46"", ""cell_set_accession"": ""CS201912132_182"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_45|CS201912132_46"", ""cell_type_card"": ""No"", ""original_label"": ""n53"", ""cell_set_color"": """"}"				None
PCL:0019683	RNAseq 47-50 - CS201912132_183	CS201912132_183	PCL:0010001	owl:NamedIndividual	PCL:0019677		CS201912132_183			n54	RNAseq 47-50			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 47-50"", ""cell_set_accession"": ""CS201912132_183"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50"", ""cell_type_card"": ""No"", ""original_label"": ""n54"", ""cell_set_color"": """"}"				None
PCL:0019684	RNAseq 48-50 - CS201912132_184	CS201912132_184	PCL:0010001	owl:NamedIndividual	PCL:0019629|PCL:0019683		CS201912132_184			n55	RNAseq 48-50			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 48-50"", ""cell_set_accession"": ""CS201912132_184"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_48|CS201912132_49|CS201912132_50"", ""cell_type_card"": ""No"", ""original_label"": ""n55"", ""cell_set_color"": """"}"				None
PCL:0019685	RNAseq 48-49 - CS201912132_185	CS201912132_185	PCL:0010001	owl:NamedIndividual	PCL:0019684		CS201912132_185			n56	RNAseq 48-49			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 48-49"", ""cell_set_accession"": ""CS201912132_185"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_48|CS201912132_49"", ""cell_type_card"": ""No"", ""original_label"": ""n56"", ""cell_set_color"": """"}"				None
PCL:0019686	RNAseq 53-75 - CS201912132_186	CS201912132_186	PCL:0010001	owl:NamedIndividual	PCL:0019617		CS201912132_186			n58	RNAseq 53-75			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 53-75"", ""cell_set_accession"": ""CS201912132_186"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_53|CS201912132_54|CS201912132_55|CS201912132_56|CS201912132_57|CS201912132_58|CS201912132_59|CS201912132_60|CS201912132_61|CS201912132_62|CS201912132_63|CS201912132_64|CS201912132_65|CS201912132_66|CS201912132_67|CS201912132_68|CS201912132_70|CS201912132_71|CS201912132_72|CS201912132_73|CS201912132_74|CS201912132_75|CS201912132_76"", ""cell_type_card"": ""No"", ""original_label"": ""n58"", ""cell_set_color"": """"}"				None
PCL:0019687	RNAseq 53-74 - CS201912132_187	CS201912132_187	PCL:0010001	owl:NamedIndividual	PCL:0019686		CS201912132_187			n59	RNAseq 53-74			Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": """", ""cell_set_label"": ""RNAseq 53-74"", ""cell_set_accession"": ""CS201912132_187"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_53|CS201912132_54|CS201912132_55|CS201912132_56|CS201912132_57|CS201912132_58|CS201912132_59|CS201912132_60|CS201912132_61|CS201912132_62|CS201912132_63|CS201912132_64|CS201912132_65|CS201912132_66|CS201912132_67|CS201912132_68|CS201912132_70|CS201912132_71|CS201912132_72|CS201912132_73|CS201912132_74|CS201912132_75"", ""cell_type_card"": ""No"", ""original_label"": ""n59"", ""cell_set_color"": """"}"				None
